review,star,pos_neg
"PPT를 영어로 그대로 읽어주시고 번역하는 강의를 진행하는데 가끔가다 준비되지 않은듯한 모습을 보여주실 때도 있지만, 교수님의 능력은 뛰어나다고 생각합니다.교수님이 수업해주시는 내용 이외에도 본인이 직접 찾아가면서 파고들지 않으면 좋은 성적 얻기는 절대 불가능한 과목입니다.",4,pos
작년 평가 좋아서 해봤는데 생각보다 난이도가 조금 있는 편중고등학교 때 일본어 수업 잘 했던 짬바 들고와도 더 공부해야 커버 되는 정도?일어 못하거나 공부 많이 할 자신 없다면 안하는 거 추천매주 과제도 있다,3,mid
수업은 비대면 녹강으로 진행했고 시험도 대체과제or비대면시험or대면시험 투표로 결정함 교수님이 대체과제 생각해서 과제량도 줄여주시고 학생 생각 많이해주시는 교수님이라고 생각함,5,pos
배울게 많은 수업인데다가 필수과목이므로 수강을 추천함물론 과제가 많아서 힘들긴 하지만 감수할만하다고 생각,5,pos
본인이 직접 태블릿에 녹화한 것을 이클래스에 올림. 강의력도 괜찮고 시험도 교과서 연습문제 수준. 학점은 한 만큼 나오는 듯.,4,pos
도.. 망..가 초급이라쓰고 고급이라고한다,3,mid
다니엘교수 그는신이야!다니엘교수 그는신이야다니엘교수 그는신이야다니엘교수 그는신이야다니엘교수 그는신이야다니엘교수 그는신이야,5,pos
항공사에 오래있으셔서 그 경험을 수업시간에 말해주셔서 수업이 재미있음,5,pos
수업을 실시간으로 하고 잘대 녹강 없음. 일찍 끝내준다 하지만 일찍 끝내준 적 한번도 없음 정시에 끝난 적도 없음 피피티를 최소 10장 가져오는데 시간이 지나도 피피티를 못 끛내면 피피티 끝날때까지 수업함. tmi인지 수업인지 헷갈릴 때 많고 과제 노래부르게 하는데 진짜 가사 토시 하나라도 틀리면 뭐라함. 진짜 그냥 듣지마 도망가.. 난 2학기에 런할거야,1,neg
강의 들을 수 있는 시간도 길고 매주 과제 있지만 다음주 월요일까지 받아주셔서 충분히 낼 수 있음과제 양도 적고 시험도 크게 어렵지 않음교수님 친절하시고 메일도 엄청 빨리 보심예전에 과제 제출 막혀있어서 메일 보내고 세수하다 메일 안 봐서 전화까지 주심 좋음,5,pos
과제 손으로 써야되서 조금 힘들지만 시험 대체과제라고 생각하면 열심히 하게 됩니다.,5,pos
교수님 발성이 좋으셔서 귀가 사르르 녹는 강의시험없고 과제만 열심히 하면 됨,5,pos
처음 하는 사람은 머리가 좀 아플 수도 있음 과제가 어려울때도 있지만 조금만 인내심 가지고 열심히하면 할 수 있음,4,pos
그냥 개꿀강의 수업 열심히 안들어도됨 너무 좋음,5,pos
녹강이고 강의 올라온 날 기준으로 5일안에 들으면 출석 5일~7일 사이에 들으면 지각 7일 이후는 결석임 피피티로 수업하시는데 피피티 따로 올려주셔서 좋음,4,pos
강의 중 발표를 중요하게 생각하셔서 발표 많이 하면 점수 잘 줍니다,4,pos
강의설명 잘해주지만 복습은 필수족보는 없자만 족보를 보면 무슨 문제가 나올지 확인 가능질문 다 받아주시고 찬찬히 설명 다 해주십니다,4,pos
매주 과제가 많아서 힘들 수 있습니다. 코딩 처음이면 초반에 좀 힘들 수 있습니다 그래도 교수님은 정말 좋으신 분입니다,4,pos
"과제 많고, 선행이 필요한 과제를 주시긴 하지만 열심히 따라하면 실력이 느는것을 느낄수 있는 강의",5,pos
교수님이 열정정인 강의.수업 내용만 이해한다면 시험도 어렵지 않음,5,pos
과제도 적고 교수님도 좋으셔서 좋았음 시험은 중간 기말봄,5,pos
수업이 재미있고 지루하지 않아요!시험도 어렵지 않고 열심히 하면 점수 잘 받을 수 있어요!,5,pos
과제가 매주 거의 하나씩 나오는데 그냥 할만하고 시험도 요약이라 어렵진 않은듯,3,mid
이건 지금 대면이라 실험을 해서 재밌고 할만함 실험 좋아하는애들은 들으면 좋아할듯,4,pos
걍 물리 좋하고 혼자 공부할거면 들으셈 교수님 혼자 말하시고 수업은 집중안됨 나혼자 따로 공부해야도ㅣㅁ,3,mid
교수님이 친절하고 수업도 생각보다 많이 어렵지 않아요,5,pos
"원래 이런거 안쓰는데 진짜 1점도 아까움 이게 돈주고 듣는 대학 강의가 맞나? 싶습니다. 도망치지 못한게 후회스러워요... 출결도 엉망, 변별력 없음, 수업이나 시험 공지도 잘 안함, 수업 시간 계속 초과 등등 영화도 좀 불편한 영화 많이 트세요. 자신의 사상을 학생한테까지 계속 씌우려는 느낌?",1,neg
교수님이 엄청 착하시고 좋은데 단점은 과제가 넘 많고 초고수가 한명씩 있다는거..,4,pos
아무 수업이나 들어도 괜찮고 시간이 지체되든 말든 시험이 변별력있건 말건 상관 없는 학생만 들으세요 인생의 낭비,1,neg
할거 존나많고 시험도 개어렵고 왜신청했는지 1도 모르겠는 과목 사이버라고 신청했는데 과거의 나를 존나 패고싶다,1,neg
기간 안에 강의 들으면 문제 없어요~ 교수님이 따로 단톡방도 만들어주셔서 바로바로 정보 확인하고 좋아요!,3,mid
매주 쪽지 시험 있는게 좀 힘들어요. 강의 소리도 너무 작아요. 그래도 항상 친절하게 수업 해주시고 차분하게 차근차근 다 알려주셔서 도움이 됐습니다!,2,neg
꿀교중에 꿀교. 그냥 틀어만 놓고 다른 공부나 과제해도 되는 강의.,5,pos
교수님 잘생기심.과제는 매주 있지만 부담되지 않는 분량이어서 할만함. 유튜브에 강의영상도 올라와 있으니까 관심 있는 사람은 미리 들어보고 수강하면 도움 많이 될듯함.,5,pos
"과제는 많지만 부담되지 않을 정도 분량이고, 교수님이 친절하심.메일 답변도 잘해주시고 강의에서는 영포자도 알아들을 수 있도록 또박또박 천천히 말해주셔서 듣기 약한 친구들도 충분히 이해 가능",5,pos
교수님이 열정적이시고 최대한 문과 학생들도 이해할 수 있게 설명해 주시는데 만약 못따라간다면 본인의 노력탓..본인 시험은 족보 없으니 잔꾀부리지 말고 공부하라고 하셨는데 족보가 있기는 있음. 1n년도 족보 잘 찾아서 외우면 도움될수도,5,pos
최악입니다. 처음에는 좋은 분인줄 알고 매주 출석인정 쪽지시험도 열심히 치뤘습니다. 하지만 과제를 보니 황당하더군요. 소설 잘 쓸 자신 있는 분들만 들으세요. 부모교육 취지에 맞는 과제인지 솔직히 의문이듭니다.,1,neg
대면수업이라서 오히려 더 좋았던것같아요! 저는 혼합수업일때도 대면수업들으러 나갔는데 잘 나간것같아요,5,pos
그냥 1학점 주는 강의 그냥 틀어놓고 다른거 공부해도 괜찮다,5,pos
징그러운 사진을 평소에 못보는데 ㅠㅠ고생했어요 .. 비위 약하시거나 트라우마 있으신분은참고 하셨으면 좋겠ㅡ어유 ..,3,mid
1점 가져갈 수 있는 개꿀 강의. 그냥 틀어놓고 다른 공부하면 됨,5,pos
교수님 너무 친절하고 좋으신데 시험은 좀 어려운편이었어요ㅜ 교안 올려주시지만 수업시간에 말씀 하신내용 없는것두 많구요..,3,mid
진짜 공영은 꿀맛임ㅋ 무조건 들으셈 이거만큼 꿀인 교양도 없는듯,5,pos
"책 읽는 수준의 강의 내용.이 과목은 자기주도학습이 중요하지만 이 수업을 들을만한 이유를 찾지 못함. 이론 설명이 부족한 것에 비해 시험 난이도가 높은편이 수업을 들으려면, 해당 수업 듣기 전부터 능력을 갖춰 점수따낼수 있는 분들만 듣는 것을 추천부족한 설명,  설명에 비해 수준 높은 시험  출결, 시험문제를 어느정도 풀더라도 기준에 못미치면 F",1,neg
"개인적으로 해당 수업 듣는거 비추해당 과목 수업을 위한 준비도 부족하시고이 수업보다 유튜브에 r프로그래밍 검색해서타학교 교수님이나 유튜버들 강의를 더 많이 참고함강의라기보단 서적 읽는 수준의 수업내용, 그에 비해 어려운 과제, 시험",1,neg
성적 잘 주시는편어려운 내용 이해할 수 있도록 적절한 복습도 해주시고설명도 풀어서 잘 해주시는편정말 좋은 교수님,5,pos
"출결이나 성적에 관대하신편어려운 내용이지만 쉽게 풀어서, 적절한 예시를 들면서 설명해주려고 노력하심",5,pos
틀어놓고 다른 과목 공부하다보면 강의 끝나있습니다. 그냥 틀어놓고 하고 싶은거 하세요.,5,pos
어차피 졸업하려면 들어야해서 다들 들으시겠지만 1학점 그냥 얻어가는거라 좋아요 근데 1학점인게 최대 단점 수강학점 홀수되서 18학점 채우느라 애 먹었어요..,5,pos
"문과 출신들은 진짜 어려울거 같고 , 책을 읽으셔서 혼자 공부하는게 훨씬 좋을듯",2,neg
"캠 무조건 켜야함 무.조.건 질문에 대답 잘 해주시고 메일도 빠르게 읽어주셔서 좋았음 이름 호명하시면서 질문 하심 어려운 질문은 아니고 교재 빈칸 정답 뭔지 물어보심 매주 이엘티 과제 있었음 한 15분 정도면 끝났었고 매주 리딩,단어시험 번갈아가면서 봤음 어렵진 않았음!",5,pos
"교수님 너무너무 좋음 중간 기말은 글쓰기 초고,퇴고로 각 대체함 강의 중간중간 재밌는 짤도 있고 말씀도 재치있게 하심 걍 천사",5,pos
"강의는 사회생활 하게 된다면 도움될 거 같은 내용들이 많음과제 경우에는 수업 시간에 할 수 있도록 시간을 주시는데 갠적으로 나는 좀 귀찮았음,, 시험은 수업 열심히 들으면 ㄱㅊ한 정도 아 그리고 중간에 수업 발표하는데 하라는 내용대로만 하면 괜찮음",3,mid
일단 교수님이 매우 좋으시고 대면으로 게임하면서 배워서 수업이 재미있어요 동기들과 같이 들으면 더 재미있습니다 자악관인게 흠이네요,3,mid
중간 기말 다 레포트 대체여서 시험의 대한 부담감은 줄지만 돈 아깝다 생각이 들어요,3,mid
실생활에 필요한 법 배워서 좋아요! 근데 시험은 좀 어려울수도 있는데 공부만 한다면 충분합니다!,5,pos
중간고사없고 레포트 대체인데 과제들도 어렵지 않아서 매우 좋아요,4,pos
문과였는데 기본 물리개념이 없으면 어려움 또한 매주 과제를 내주시는데 내 기준 어려웠음,4,pos
강의평이 안좋아서 걱정했는데 생각보다 괜찮았다.거의 매주 과제를 내주신다,4,pos
수강신청 성공고ㅏ 족보를 얻는다면 A+은 그냥 얻어가는과목,5,pos
"나는 아직 1학년이어서 잘 모르지만 다들 조종사라면 꼭 알아야하는 내용이라고 강조함(PHAK으로 수업)수업은 그냥 형식상 있는듯 하고 스스로 공부해야하는부분이 90% 이상인듯교재,ppt 등 다 영어여서 죽겄다 ㅠㅠ",3,mid
내용이 쉬워서 아직까지는 할만한듯.. ppt 안올려주시는거 빼고는 좋아요계속 실강하는줄알았는데 녹강 나이스,5,pos
학점 채워야 한다면 이 수업이 답입니다 중간 기말 나눠서 미리 들어놓으면 편합니다,5,pos
최고의 교수님 이런 류의 수업은 처음 들어봐서 재미있음,5,pos
수강 정정했는데 출석 인정 안해주심. 첫 수업빼고 녹강하시다가 중간고사 바로  전 수업 전날 쪽지 하나 보내고 실강해버리심;,3,mid
프로그래밍 모르는 사람은 좀 버거울 수 있습니다. 선생님은 착하시고 재밌습니다.,4,pos
교수님 말도 천천히 해주시고 공지도 자세하게 적어주셔서 너무 친절하시고 좋습니당,5,pos
수업에 열정적이시고 학생들 어떻게서든 알게하려고 하시는게 눈에 보이는 교수님 하지만 화나시면 말을 세게하셔서 수업 중간중간 기분 상하는 부분이 조금씩 있긴함,4,pos
진짜 설명도 잘해주시고 디자인에 대해서 많은 것들을 알 수 있는 기회를 주심. 매우 착하시고 아직까지는 과제 많이 안내주심,3,mid
열정적으로 수업해주십니다. 교양 중에서 제일 배울게 많은 거 같아요!,4,pos
강의가 너무 불친절하다. 챡을 읽으시고 미적분학을 아는데 있어서 별로 도움이 안되는 수업같다.,3,mid
좋은 강의입니다 !!!! 꼭 이 수업은 가져가시길 바랍니다,5,pos
교수님이 책을 읽으셔서 혼자 열심히 공부하셔야해요,3,mid
확실히 퀴즈가 외운다고 다 맞는게 아니더군요. 마음 편하게 가지고 긴장 안하셔야 오히려 좋은 점수 받을 수 있을 것 같아요,3,mid
시험은 오픈북이어서 발표랑 토론 잘하면 점수 잘 받아요,5,pos
매주 발표하는게 살짝 귀찮긴 한데 시험 없어서 좋음,5,pos
수업 자체가 듣기 좋음 이교수님 수업 듣는 거 추천,5,pos
그냥 듣기는 좋은데 내가 무슨 수업을 듣고 있지 싶을순 있음,4,pos
인간자체가 좀 배운 사람인게 티 남 수업은 쉽지는 않음 수능 기준으로 말해주면 본인이 백분위87인데 어렵다기보단 새로운 체제에 적응해야함 알던 내용을 새로운 틀에 넣는 느낌 문과들은 많이 어렵다는 얘기 많이 함,5,pos
되게 밝으심 수업 때 나를 포함한 학우분들이 대답을 안해도 그냥 혼자서 이야기 해나가심,5,pos
녹강 듣고 뭘 얻었다는 생각은 못느낌 자꾸 수업하실 때 담배 피시는지 라이터 딸깍 거리시는데 거슬림,3,mid
수업 난이도는 무난해서 교양으로 듣기 좋아요 과제는 매주 잇긴한데 어려운건 아님,5,pos
착하고 학생을 위하는게 느껴짐 근데 복습 ㄹㅇ 필수에요 과제도 없어요,4,pos
커영 교수님들이 다 그렇듯 착하시고 이해 잘 되게 쉽게쉽게 말씀해주십니다! 리액션도 좋은편!,5,pos
카지노 좀만 할줄알면 에쁠 씹가능ㅋㅋ 그리고 딱히 어려운것도 없고 과제도 이제 취업관련으로 해주는거라 호카 복전같은거 생각하면 무조건 듣는거 추천,5,pos
빛정욱.... 진짜 학생을 위한 강의가 아닐까 싶음...,5,pos
수업 내용 엄청 어려운건 아니고 그냥 저냥 들을만 했음 나름 유익한듯합니다,3,mid
선생님 되게 친절하시고 재미있어요!! 틀린 부분은 바로 지적해 주셔서 알기 쉬워요,3,mid
교수님도 재미있고 과제도 그렇게 어렵지 않아요!!,3,mid
녹강이고 매주 과제가 있는 편인데 어렵지는 않아요!,3,mid
대부분 pdf읽어주시는 녹강 보고 간단한 과제 하는 건데 크게 어렵지도 않고 좋음,4,pos
22년도 1학기 기준 중간고사는 대체 레포트였습니다. 기말도 대체 레포트일 것 같은 느낌?? 성적이 어떻게 나올지 감도 안잡혀요 ㅎㅎ,4,pos
스밍 가능 강의라 틀어놓고 자습할 수 있어서 너무 좋아요!,5,pos
매일 쪽지시험 있긴 한데 그래도 시험 없는게 좋은것같습니다 교수님도 친절합니다 수업할 때 캠 꼭 키셔야 합니다,4,pos
다른 사글 수업이 어떤 지는 모르겠지만 따로 tip box를 만들어주시는 등 학생들의 이해를 돕기 위한 강의를 만들어주시는 것 같아 만족스럽게 듣고 있습니다!,5,pos
과제는 전시회가고 감상문이고 강의열심히 들으면 시험굿,5,pos
적극적이십니다. 기초부터 차근차근 알려주셔서 도움이 많이 됩니다,5,pos
설명을 너무 잘해주셔서 이해가  정말 잘 되는거 같습니다! 교수님 짱,5,pos
진짜 한서대의 어머니라고 불릴만한 자격을 가지고 계신 교수님이라 생각해요.  수업을 너무 친절하게 알려주시고 질문을하면 친절하게 대답을 해주시는게 정말 좋은 수업이라고 생각합니다.!,3,mid
족보있으면 꿀강 없으면 헬헬헬강대신 시험볼때 손이 빨라야돼요,5,pos
매주 과제가 있지만 난이도는 쉬운편이고 교수님께 메일로 질문하면 항상 빠르고 친절하게 답변해주심.,5,pos
생각을 많이 하고 나에대해 생각해볼수있는 강의. 다른 과목들에 비해 성적에 대한 스트레스가 많이 없다.,5,pos
교수님 너무 좋고 학점도 널널하게 주시려고 합니다~~,4,pos
"예술이랑 거리가 멀었는데 교수님 덕분에 그나마 가까워졌음수업은 과제대체레포트, 토론노트, 시험 이렇게 진행되고 할 것이 좀 많긴 하지만 너무 어렵지 않고 설명을 잘 해주셔서 수월하게 따라간 수업",3,mid
책읽고 혼자 공부 해야합니다. 따로 개념 잡고 문제도 풀면 괜찮을듯,3,mid
교수님은 좋다고 생각하는데 과목자체가 무슨 공부를하는지 잘모르겠음,4,pos
온라인수업이라 공부하기 되게 편함. 다른 과목 공부하는데 시간을 더 많이쓸수있음,5,pos
개꿀입니다 그냥 꼭 들으세요~~!! 켜놓고 다른 공부 하시면 돼요!!,5,pos
진짜 책만 읽어주심 인강이나 문제집 보고 혼자 독학해야함,2,neg
틀어놓고 다른과목 공부 ㄱㄱ 시험부담도 없고 최고,5,pos
교수님 너무 좋으셔요 ㅠㅠ학생들의 눈높이에 맞춰서 강의해주시고 속도도 적당히 조절해주시는 게 좋았습니다 과제도 어렵지 않았어요!제 기준에서는 최고의 교양이었습니다,5,pos
교수님은 좋으십니다! 강의도 정말 열정있게 해주셔요 그러나 제 입장에서는 과제가 좀 힘들었습니다...특히 레포트 쓰고 발표하는 게 힘들어요 ㅠㅠ 그거 제외하고는 괜찮았습니다,3,mid
과제는 매주 3줄 정도만 의견 적으면 되고중간고사도 부담 없는 대체 과제라 너무 좋았습니다성실히만 한다면 점수도 괜찮은 거 같아요,4,pos
시험문제는 공부만 하면 쉽고 글씨를 못쓰시는데 본인도 알고계심 .. 하지만 여전히 못쓰셔서 알아보기 힘들어서 한참을 봐야함,4,pos
강의도 들을만 했고 강의 중에 시험에 나오는 거 대놓고 알려주셔서 강의 잘 들으면 시험 보기 좋아용,5,pos
그냥 피피티 그대로 읽으셔서 따로 공부 많이 해야함 ..... 대면은 모르겠음,3,mid
팀플 갠플 다 있음 .... 팀플 어려운 거는 아니지만 굳이 .. 싶고 기말을 개인 발표로 보는데 정말 ... 🤦🏻‍♀️,3,mid
매주 과제 있지만 어렵지 않고 수업 열정 넘치심..본인 이야기를 굉장히 많이 하시지만 ... 흘려들으면 매우 좋은 강의 👍🏻,4,pos
1. 제일 빡치는건 책 10판 사래서 10판 사서 몇 주 공부했더니 갑자기 11판 책 등장 2. 시험 안볼거라서 자필로 전공책 3페이지 분량 베껴쓰기 과제도 오지게 많은거 이해했더니 갑자기 시험 일주일 전까지 대면 비대면 알려준다함 3. 수업도 안하고 노가리만 까면서 실시간 줌 출석해야됨 4. 본 수업은 강의 자료실에 80분 정도의 작년 영상 재탕으로 추정되는 강의 올려줌 5. 올려주는 영상은 ppt 영단어 해석하고 교수한테 꽂히는 단어에 대해서 부연 설명하는 수준이라 뭘 배우는지 진짜 모르겠고 그냥 배우는거 자체가 없음 6. 과제해도 피드백 한 번도 안 줌 내가 지금 과제 똑바로 하고 있나? 이게 맞나? 이 정도면 몇점주나? 최종 성적 나오기 전까지 확인 불가 한마디로 손모가지 나가게 자필 과제만 오지게 내더니 통수로 대면시험 본다하는 ㄹㅇ 최악의 교수님,1,neg
내가 들은 강의 중 가장 후회되는 과목. 교양인데 제일 스트레스 받고 매주 발표있음 책 내용도 줜나 어려워서 교수님 본인도 잘 모르심. 명저읽기 꿀강의 듣고 싶으면 옆동네 가세요 여긴 배울 것도 없고 전공급 스트레스입니다,1,neg
개꿀 강의입니다. 수강신청 경쟁률 높은데는 다 이유 있는듯 ㅎ,5,pos
재밌긴 한데 과제 많고 힘들어요;; 고급강좌는 왜 교수님이 이 분 밖에 없으신지...,3,mid
한과목에 두개 학문을 배우는 느낌임. 교수님은 2명이고 한분은 이론 한분은 실습 가르침. 비대면 녹강인데도 열람기간이 짧아서 수업일부터 일주일동안 녹화 안해놓으면 나중에 복습못함. 이론 과제는 거의 매주 있고 어렵지는 않은데 어쩌다가 이론이랑 실습 과제 둘 다 있을 때는 좀 힘들어짐.,3,mid
"중간고사 보기 전에는 과제가 매우 많았으나, 중간고사 이후 과제 질문이 줄어들음 그 대신 문제가 더 어려워진 느낌임",4,pos
수업이 사람에 따라 지루할 수도 있는데 성적은 후했어요,3,mid
교수님이... 배운내용 시험범위라 하셨는데 안배운걸 내시네요... 뭐 지엽적인 그런걸 뜻하는게 아니라 21일에 시험이었는데 25일에 해당내용 강의가 올라오고 그랬습니다.,3,mid
진짜… 수업 준비도 엄청 열심히 해주시고 학생들을 위해 애쓰시는게 너무 보이시는 교수님 이분은 진짜로 추천드리고싶음 그냥 좋음,5,pos
걍 다른거 하세요... 그것이 여러분들의 삶의 만족도를 위한 길입니다..,1,neg
듣다보면… 참 녹강하시지 라는 생각만 듭니다. 수업 듣는 사람이 없어요. 수업을 책 읽듯해주셔요,1,neg
"부족한 ppt 가독성 + 떨어지는 전달력(발음 부정확, 레이저 포인터 미사용) + 개선의지의 부재(중간 끝나고 강의평가가 왜 필수인지 의문) + 조별과제 = 헬파티",2,neg
아는사람이랑 같이들으면 좋고 아니면 팀플같은거할때 별로,2,neg
번거로운 과제가 매주 있습니다 게다가 팀플도 많아서 너무 번거롭습니다 강의력은 솔직히 별로구요.. ppt 줄줄 읽으시는 게 다 입니다,1,neg
이론 굉장히 집중 안되고 프로그램도 설명이 부족함... 과제는 많고 시험시간도 한시간으로 굉장히 부족 교수님이 두명인건지 교수한명 조교한명인지도 모르겠고....! 드랍하고싶다!,4,pos
교수님이 정말 착하시고 학생들을 많이 생각해주시는게 보입니당,5,pos
진짜 힘들었어요...좋게 말하면 열정이 넘치는 교수님이지만 과제가 진짜 너무 힘들고 자신 맘에 안들면 10점중 7점 줘버리는.... 한 단원 끝날때마다 기록지 적어야되고 기본적으로 a4 단면으로 7장씩 했어요 그래도 점수는 짜게 주심... 제발 편한 강의도 많으니깐 그리로 가요..,2,neg
"축제 기간에도 꼬박꼬박 팀플 과제 내주고, 스크래치 같은 나중에 도움 1도 안 되는 걸로 자기소개하는 코드를 짜서 개인 과제로 제출하게 하고, 경진대회 반강제로 참가시키고, 특강이라는 명목하에 수강 소감문 제출시키고... 더 말할 필요가 있습니까?",1,neg
진짜 비추비추비추비추듣지 말걸 후회 많이 했다.,3,mid
박은교수님 강의가 필교중 제일 좋았다. 잘 가르쳐주심. 그리고 학생 배려를 많이 해주시는편인듯. 과제도 적당했고 그다지 어렵지않았음.,5,pos
강의 돌려쓰신 듯함.그리고 마이크 문제인지 교수님 발음 문제인지 엄청 웅얼웅얼 들려서 이어폰을 꽂아도 먹히는 발음이 있음. 빨리 종강하고싶음,3,mid
개인적으로 비추임 ㅇㅇ 내년에 정년퇴임하시지만 자기 맘대로 하시는게 있음 ㅇㅇㅇ 그리고 번역해주실때 발음도 많이 뭉개져서 알아듣기 힘든적이 한두번이ㅜ아냐ㅠㅜ,1,neg
군학점으로 굳이 돈내고 들었다. 듣지 마라 제발. 시간도 없는데 과제 개많고 배려따윈 없다. 교안만 읽어주고 과제 내용도 구리고 교안도 빈칸 개많아서 화가 난다. 2022년 2월로 돌아가서 수강신청 했던 나의 손가락을 없애고싶다.,1,neg
교재 10판사라해서 10판샀는데 수업에선 11판과 10판을 혼용해서 수업함. 그렇다고 교재가 없어도 되는 강의냐? 그건 절대 아님 매주 과제를 '수기로' 써서 사진찍어서 메시지로 보내는 쌍팔년대 과제 방식을 고수하시는데 이 과제하려면 무조건 책이 있어야 됨. 참고로 탭을 이용해서 하는 거 안되고 연필로 종이에 손글씨로 쓰는 것만 허용됨. 표도 그려야되는데 무조건 수기 ㅋㅋㅋ실강 20분+ 녹강 70분 정도 인데 둘 다 출석해야 출석이 인정됨. 실강은 줌으로 하는데 가이드라인을 알려준다곤 하지만 뭔 소린지 모를 웅얼거림과 TMI를 하실뿐이고 대체로 뭔소린지 모르겠음. 참고로 이번주엔 본인 은사님 얘길 함. 실강 출석안하면 재탕녹강 70분을 수기로 요약해서 메시지로 보내야 됨. 얘들아 무조건 피해라 2학점이 아니라 실험과목 뺨치는 레포트 수준이야 절대ㄴㄴ,1,neg
두번들으세요 꼭들으새요 세번까지 들을 의향있음 ㄹㅇ 명강의이심,5,pos
"교수님이 정치색을 드러내는건 차치하더라도 그냥 이 수업 자체가 최악 그 자체임. 단 한번도 거르지 않고 매주 나가는 과제가 정말 시간 많이 잡아먹어서 시험 기간에 특히 곤혹스러움. 다른 과목 공부에 큰 지장이 갈 정도임. 실시간 zoom 역시 매주 거르지 않고 진행했고 카메라 켜지 않으면 무조건 강퇴 시켜서 수업 못듣는데 뭐 그건 어느 정도 당연하다고 생각은 됨. 그러나 zoom에서 교수님이 학생들에게 발표를 매우 매우 권장 한다는 것이 문제인데, 발표를 내가 지난주에 해낸 과제를 갖고 발표를 해야됨. 근데 발표를 하면 교수님이 그 자리에서 발표 듣고 과제에 대한 보완점이라던가 하는 즉각적인 피드백을 해주심. 근데 발표를 안한다? 과제 피드백 그딴게 없음. 이 수업의 과제가 주차가 지날수록 계속 누적 되고 쌓이면서 하나의 큰 그림을 그려나가야 되는건데 만약 중간에 삐끗하더라도 내가 그걸 스스로 알아채던가 발표를 하고 교수님의 피드백을 받던가 그게 아니라면 알 방법이 없음. 발표를 하지 않으면 과제에 대한 피드백이 전혀 없다는게 나는 가장 불만스러움. 그래도 zoom 이외에 올라오는 동영상 강의는 시간도 길지 않고 대체로 만족스러움. 문제는 이것도 2020년에 찍은거 재탕한다는 점이지만 ㅋㅋ 아무튼 다른 수업 하나도 안듣고 오로지 듣는게 이 수업 딱 하나라면 모를까 그게 아니라면 강력히 수강하는 것을 추천하지 않음. 수강철회 안한 과거의 내가 원망스러울 정도로 난 크게 후회하고 있음. 밑에 3점, 5점 준 사람들한테 속지 마시길! 절대 그 점수급의 강의가 아님.",1,neg
"최악. 과제의 부담도 크고, 전체적으로 융통성이 없다. 매주 올라오는 동영상 강의의 내용이나 품질은 나쁘지 않음. 하지만, 매주 Zoom 수업으로 발표를 반강제로 시키는 것도 매우 부담스럽다. 교육적으로 질문과 발표의 중요성이 높은 것은 사실이지만, 학생들에게 부담을 준다. 그리고, 정치성향을 드러내는 것이 마음에 안든다. Zoom 수업중에 '너희들이 사회에 관심을 가져야한다.'라는 투의 말로 이야기를 하는데, '너희들처럼 사회에 관심도 없고, 유튜브나 연예인 기사들 보는 20,30대때문에 윤석열 정권이 집권했다.'라는 어투의 발언을 해서 매우 당황스러웠음. 윤석열 정부가 출범한걸 왜 우리한테 화풀이를 하는 건지 모르겠음;; 본인이 마음에 들 수도있고 안 들수도 있는건데 왜 학생들한테 '너희때문에 윤석열이 뽑혔다.'라는 말을 하는건지.. 안듣는거 추천.",1,neg
"시험은 문제가 많고 어렵습니다.  수업중에 본인 사적인 얘기가 많으십니다.(라떼는 말이야~ 예전에~ 우리가족 누구가~)  대면 1교시라 졸리고 힘듭니다. 성격은 막나쁘지는 않으신데 좋은교수님 이거는 아니고 그냥 딱 보통 평범하십니다. 수업중 학생들 이름을 부르며 갑자기 시키는 경우가 있어 긴장해야합니다. 또한, 기분에 따라 갑자기 화내시는 경우가 있어 조심해야합니다. 본인에 대한 자부심이 많으시고 수업에 대한 열정은 있으십니다.",3,mid
무엇을 강의하시는지 모르겠음. 영상도 옛날 영상이고 zoom수업간에 무엇을 원하시는지도 모르겠음. 시험은 어렵고 족보는 구하기 힘듦 소수의 인원이 돌려보는 족보에 족보가 없는 다수의 인원은 학점따기는 매우 어려움.,1,neg
중간고사는 대체과제 였고 과제 자체도 부담스럽지 않고 점수도 잘 주셔서 너무 만족스러운 강의였습니다 :),5,pos
과제 적고 교수님 매우 착하신데 강의는 재탕인 것 같고... 맞춤법을 자주 틀리심,4,pos
"비대면 녹강을 제한시간 안에 볼 수 있다는 거 말고는 좋은 점이 없습니다. 과제 너무 많은데 그게 다 조별과제입니다.  설명이 더 필요한 부분은 설명이 없고, 로그인 하는 법. 저장하는 법. 파일 불러오기 하는 법 같은 설명 없어도 되는 부분만 디테일하게 설명해주십니다. 피피티만 읽으시고 별 다른 설명 없으시고 강의력이 부족하신 것 같습니다. 웬만하시면 다른 교수님 강의 들으시는 게 좋습니다.",2,neg
