review,star,pos_neg,clean_review
고등학교에서 대학에 온 것은 학생뿐이 아니다.줄세우기식 도덕과목도 함께 올라왔다.,1,neg,고등학교 에서 대학 에 온 학생 뿐 아니다 주다 우기 식 도덕 과목 함께 올라오다
"강의도 괜찮고 교수님도 괜찮습니다. 전반적으로 일본의 문화컨텐츠 발전상을 배울 수 있어 좋았던 것 같네요. 시험은 객관식, 단답형, 서술형 섞어 내시는 데 많이 어려운 편입니다. 공부한 만큼 나오긴 하지만 객관식, 단답형은 수업을 얼마나 잘 이해했는가라는 물어보는 게 아니고 거의 텍스트를 외워야 잘 볼 수 있더라구요...이렇다 보니 시험 끝나면 기억에 남는 게 거의 없어서 개인적으로는 아쉽네요.",4,pos,강의 괜찮다 교수 괜찮다 전반 적 으로 일본 문화 컨텐츠 발전 상 을 배우다 있다 좋다 같다 시험 객관 식 단 답 형 서술 형 섞다 내시 데 많이 어렵다 편입 니 다 공부 만큼 나오다 하지만 객관 식 단 답 형 수업 을 얼마나 자다 이해 하다 물어보다 게 아니다 거의 텍스트 를 외우다 자다 볼 있다 이렇다 보다 시험 끝나다 기억 에 남다 게 거의 없다 개인 적 으로는 아쉽다
…………………. 친절하시고 좋아요 시험잘보세요,3,mid,친절하다 좋다 시험 잘 보다
강연도 재밌고 꿀강이고 친절하시고 좋았어요 놓치지마세요,5,pos,강연 재밌다 꿀강 이고 친절하다 좋다 놓치다 말다
수시시험은 컨에프를 통해 커버가능 그렇다고해서 컨에프만 믿으면 안되고 강의 듣고 공부필요함,4,pos,시 시험 컨에프 를 통해 커버 가능 그렇다고 하다 컨에프 만 믿다 안되다 강의 듣다 공부 필요하다
성격이 ㄹㅈㄷ이심 성격이 급하고 대놓고 말하는 스타일이신듯 근데 피드백은 정확하게 주시는 듯,2,neg,성격 ㄹㅈㄷ 이심 성격 급하다 대놓고 말 하다 스타일 이신 듯 근데 피드백 정확하다 주시 듯
웹과제가 좀 잊을만하면 나와서 좀 성가시는 함. 근데 교수님이 엄청 좋으심 하지만 녹강 시간은 좀 긴 편인듯 .. 화학 과목 자체가 매주 실험이 있어서 레포트 써야하는게 힘든 점이었음 ㅜ..,4,pos,웹 과제 좀 잊다 만하 면 나오다 좀 성가시다 함 근데 교수 엄청 좋다 심 하지만 녹강 시간 좀 기다 펴다 화학 과목 자체 매주 실험 있다 레포트 써다 힘드다 점 이다 ㅜ
참교수님이십니다본인의 의지만 있다면 수업 잘 따라가면 배울것도 많고 학점도 잘 받을 수 있어요,5,pos,차다 교수 이십 니 다 본인 의지 만 있다 수업 자다 따라가다 배우다 많다 학점 자다 받다 있다
야노 교수님 그저 빛... 다만 언어다보니 능력자들이 너무 많아서 시험 점수에 피바람이 부는 것 빼곤 나쁜 점 없음,3,mid,야노 교수 그저 빛 다만 언어 다 보다 능력자 너무 많다 시험 점수 에 피 바람 불다 빼다 나쁘다 점 없다
학점만을 보고 수강신청했던 과목이 상대평가로 바뀌면서 이도저도 아니게 돼버림아무도 예상치 못한 중간고사 이벤트와 더불어 미쳐버린 중간고사 평균 점수...에라 모르겠다~,1,neg,학점 만을 보고 수강신청 하다 과목 상대평가 로 바뀌다 이도 저 아니다 돼다 버리다 무도 예 상치 못 중간고사 이벤트 와 더불다 미치다 버리다 중간고사 평균 점수 에 라 모르다
"중간고사가 상대평가임에도 불구하고, 내가 겪은 시험 중 최악의 진행.",1,neg,중간고사 상대평가 임 에도 불구 하고 내 겪다 시험 중 최악 진행
잘 이야기 해주는데 그냥 틀어놓고 듣는 듯 패논패 해주셨으면 좋겠다,3,mid,자다 이야기 해주다 그냥 틀어놓다 듣다 듯 패논패 해주다 좋다
감상문 4개만 쓰면 됨.출석 40에 감상문 하나에 15점70점이 패스라 중간고사 2개를 빡세게 써서 30점 만점 받으면 출석만 다할 경우 기말 때 감상문 대충 써도 됨ㅋㅋ,5,pos,감상문 개 만 쓰다 되다 출석 에 감상문 하나 에 점 점 패스 라 중간고사 개 를 빡세 게 써다 점 만점 받다 출석 만 다 하다 경우 기 말 때 감상문 대충 써다 되다 ㅋㅋ
시험도 없고 감상문만 쓰면 돼서 좋은데 조금 귀찮음 한학기에 총 4개정도 쓰는데 이것만 쓰면 패스니까 일단은 꿀강임,4,pos,시험 없다 감상문 만 쓰다 돼다 좋다 조금 귀찮다 학기 에 총 개정 쓰다 만 쓰다 패스 니까 일단 꿀강임
개꿀강의 ㄹㅇ 한학기동안 감상문 하나쓰면되고 시험도 없고 출석만 제대로 하면 돼서 개꿀,5,pos,개꿀 강의 ㄹㅇ 학기 동안 감상문 하나 쓰다 고 시험 없다 출석 만 제대로 하다 돼다 개꿀
뭔가 많이 알려주실려고 하시는데 교수님 강의력 그저 그런 편이라 딱히 강의 때 집중은 안 되는 느낌. 타과생이다 보니 공부하기에 좀 까다로운 이론들과 개념들이라 앞서 말한 것들과 종합해보면 결과적으로는 좀 난해한 수업이 아닌가 싶습니다. 과제는 깐깐하게 보시는 편인데 그에 비하면 시험 성적은 비교적 잘 주시는 편인 것 같네요. 학점 채울 게 아니면 딱히 수강할 메리트는 크게 없어 보입니다.,3,mid,뭔가 많이 알다 하다 교수 강의 력 그저 그렇다 편이 라 딱하다 강의 때 집중 안 되다 느낌 타 과 생 이다 보다 공부 하다 좀 까다롭다 이론 과 개념 이라 앞서 말 과 종합 해보다 결과 적 으로는 좀 난해하다 수업 아니다 싶다 과제 깐깐하다 보시 편 인데 그 에 비 하다 시험 성적 비교 적 자다 주시 편 인 같다 학점 채우다 게 아니다 딱하다 수강 하다 메리트 크게 없다 보이다
강의가 이해가 쉬워요 다른 사람들에게도 이 강의를 추천하고 싶습니다.,5,pos,강의 이해 쉽다 다른 사람 에게도 강의 를 추천 하고 싶다
또 듣고싶어요 여러번 들을 수 있으면 좋겠어요,5,pos,또 듣다 여러 번 들다 있다 좋다
교수님..까칠하신데 귀여우심조원들만 잘 만나면 참 좋을듯,3,mid,교수 까칠하다 귀 여우 심 조원 만 자다 만나다 차다 좋다
저는 다 좋았어요 교수님도 좋고 학우님들도 만날 수 있어서 배울 점도 많고 좋습니다.,5,pos,저 다 좋다 교수 좋다 학우 들다 만날 있다 배우다 점도 많다 좋다
1학년 1학기에 들은걸 후회.. 철이 덜 들었던 나.. 다시 듣고싶다,4,pos,학년 학기 에 들다 후회 철 덜 들다 나 다시 듣다
좋으신 분 같아요 제가 열심히 안해서 그렇지..,5,pos,좋다 분 같다 제 열심히 안해 서 그렇다
실강 출석만 20분...한국인이 더 많지만 영어 수업...왜 하는지 모르겠는 팀플.....도망..쳐 ...,2,neg,실강 출석 만 분 한국인 더 많다 영어 수업 왜 하다 모르다 팀 플 도망 치다
교수님께서 친절하게 설명해주시고 시험도 쉽게 내주셔서 ㄹㅇ 꿀교양인듯!! 듣길 진짜 잘한 과목임,5,pos,교수 께서 친절하다 설명 해주다 시험 쉬다 내주다 ㄹㅇ 꿀 교양 인 듯 듣다 진짜 자다 과목 임
개념 설명도 자세히 해주시고 이해가 안되는 부분 없이 하나하나 잘 다듬어주십니다,4,pos,개념 설명 자세하다 해주시 고 이해 안되다 부분 없이 하나 하나 자다 다듬다
개념을 자세히 설명해주어서 이해가 잘된다. 노베도 열심히만 한다면 학점 잘챙길 수 있어요,4,pos,개념 을 자세하다 설명 해주다 이해 잘 되다 노 베다 열심히 만 하다 학점 잘 챙기다 있다
이론강의는 괜찮음 시험도 어려운편 아니고 성적도 잘 주시는 편 근데 실험 때문에 던지고 싶음 매주 실험 있고 과제 있음 근데 의욕을 꺾는건 과제의 양이 아님 조교의 따라서  채점 기준이 너무 다름 다른 분반 학생이 실수로 우리 분반에 레포트 냈을땐 6점 이었는데 그쪽 조교가 다시 채점 했을땐 만점 받음 근데 성적은 같은 교수님 한테 받음 나중에 통계학 기반 코드로 조정 한다고는 하는데 완벽한 공정은 아니라고 봄,3,mid,이론 강의 괜찮다 시험 어렵다 편 아니다 성적 자다 주시 편 근데 실험 때문 에 던지다 싶다 매주 실험 있다 과제 있다 근데 의욕 을 꺾다 과제 양 아니다 조교 따라서 채점 기준 너무 다르다 다른 분반 학생 실수 로 우리 분반 에 레포트 내다 땐 점 이다 그 쪽 조교 다시 채점 하다 땐 만점 받다 근데 성적 같다 교수 한테 받다 나중 에 통계학 기반 코드 로 조정 하다 하다 완벽하다 공정은 아니다 봄
팀플 조원 진짜 잘 만나야 합니다 .. 마케팅 사례 위주로 수업을 해주시기 때문에 재미있는 이야기도 많고 강의력 좋으셔서 재미있게 마케팅 공부할 수 있습니다,3,mid,팀 플 조원 진짜 자다 만나다 하다 마케팅 사례 위주 로 수업 을 해주다 때문 에 재미있다 이야기 많다 강의 력 좋다 재미있다 마케팅 공부 하다 있다
"음 모르는 문제를 못 풀고있으면 하나하나 다 설명해주셔서 좋은데 풀지못하는 제 자신 ,,",4,pos,음 모르다 문제 를 못 풀다 하나 하나 다 설명 해주다 좋다 풀다 제 자신
단순히 개념만 알려주는게 아니라 적절한 예시와 스토리텔링으로 어떻게 적용될 수 있는지를 보여주셔서 해당 개념의 습득이 보다 쉬움.,5,pos,단순하다 개념 만 알다 아니다 적절하다 예시 와 스토리텔링 으로 어떻다 적용 되다 있다 보여주다 해당 개념 습득 보다 쉬움
ppt 가독성이 떨어지고 설명 중간중간 채팅에 올려주시는 내용 이해 불가능함.강의할 때 집중해서 들어야만 원하는 내용 챙길 수 있음.성적은 잘 주시므로 크게 불만은 없음,4,pos,가독성 떨어지다 설명 중간 중간 채팅 에 올려주다 내용 이해 불가능하다 강의 하다 때 집중 하다 들다 원하다 내용 챙기다 있다 성적 자다 주다 크게 불만 없다
일단 난이도를 떠나서 블랙보드에 올라오는 영상들이 거의 아무 의미가 없다고 보면 됨. 한시간이 넘는 영상인데 이론 강의 비율은 10~20분이고 나머지는 설명 없이 문제 푸는 장면이나 쓸데없는 상황극 영상같은 것만 나옴.,3,mid,일단 난이도 를 떠나다 블랙보드 에 올라오다 영상 거의 아무 의미 없다 보다 되다 시간 넘다 영상 인데 이론 강의 비율 분 이고 나머지 설명 없이 문제 푸다 장면 이나 쓸데없다 상황 극 영상 같다 만 나오다
기말은 범위가 너무 넓어서 아직 잘 모르겠지만 과제나 퀴즈 자체가 부담되는 과목은 아님. 취향에 맞으면 재미있게 들을 수 있을 것 같은데 솔직히 나는 이걸 왜 필수과목으로 하는지는 모르겠음,3,mid,기 말 범위 너무 넓다 아직 자다 모르다 과제 나 퀴즈 자체 부담 되다 과목 아니다 취향 에 맞다 재미있다 들다 있다 같다 솔직하다 나 걸 왜 필수 과목 으로 하다 모르다
교수님은 친절하고 착하심 근데 이론 강의 들을 때는 솔직히 너무 길고 지루했음. 배우는 내용의 양에 비해 강의 시간이 너무 늘어지는 느낌.,4,pos,교수 친절하다 착하다 심 근데 이론 강의 들다 때 솔직하다 너무 길다 지루하다 배우다 내용 양 에 비다 강의 시간 너무 늘어지다 느낌
이 과목 담당하시는 교수님들 중엔 제일 좋은 것 같다. 그런데 과목 자체가 헬 이라 이번 학기 제일 스트레스 받는 과목. 고전인증시험은 어렵다고 하긴 하던데 난 잘 모르겠음,3,mid,과목 담당 하다 교수 들다 중 엔 제일 좋다 같다 그런데 과목 자체 헬 이르다 이번 학기 제일 스트레스 받다 과목 고전 인증 시험 어렵다 하다 하다 난 자다 모르다
교수님 사람은 좋으신데 설명이랑 내용이 재미가 없음. 시험은 거의 서술형인데 점수는 생각보다 후함. 과제는 몇 개 있는데 어려운건 음,3,mid,교수 사람 좋다 데 설명 이랑 내용 재미 없다 시험 거의 서술 형 인데 점수 생각 보다 후함 과제 몇 개 있다 어렵다 음
코딩 알려주는 내용까지는 이냥저냥 해도 과제랑 시험 난이도 갑자기 올라가는 건.. 따라잡기 어려운 것 같아요ㅜㅜ,3,mid,코딩 알다 내용 까지는 냥 저 냥 해도 과제 랑 시험 난이도 갑자기 올라가다 건 따라잡다 어렵다 같다 ㅜㅜ
이런거 왜 배우는지 모르겠다 문제해결을위한글쓰기? 그럼 내 주관으로 써야하는데 교수님 마음에 안들면 깎음. 그저 객관적인 글쓰기다. 답이 정해진 글쓰기다. 게다가 팀플은 또 엄청많다. 또 실시간 피드백은 지옥이다. 그리고 학점도 잘 안나오는듯하다.,2,neg,이렇다 왜 배우다 모르다 문제해결 을 위 글쓰기 그렇다 내 주관 으로 써다 교수 마음 에 안 면 깎다 그저 객관 적 인 글쓰기 다 답 정해진 글쓰기 다 게다가 팀플 또 엄청 많다 또 실시간 피드백 지옥 이다 그리고 학점 자다 안 나오다 하다
필기체가 좀 알아볼 수 없긴 하지만 집중해서 들으면 알아볼 수 있다. 그리고 일변수미적분학 과목 자체가 별로 어렵지 않기 때문에 난이도는 쉬웠다고 생각한다. 또 교수님께서 예제를 많이 풀어주시기 때문에 이해가 매우 쉽게 된다. 개인적으로 시험도 매우 쉬웠다고 생각한다. 수학 못해도 강의 잘 들으면 A+ 나온다.,5,pos,필기체 좀 알아보다 없다 하지만 집중 하다 들다 알아보다 있다 그리고 일 변수 미적분학 과목 자체 별로 어렵다 않다 때문 에 난이도 쉽다 생각 하다 또 교수 께서 예제 를 많이 풀다 때문 에 이해 매우 쉬다 되다 개인 적 으로 시험 매우 쉽다 생각 하다 수학 못 하다 강의 자다 들다 나오다
교수님이 열정적이시고 학생들 의견을 반영해주시려고 노력하시며 매우매우매우 친절하셔서 개인적으로 너무 좋습니당!,5,pos,교수 열정 적 이시고 학생 의견 을 반영 해주다 노력 하다 매우 매우 매우 친절하다 개인 적 으로 너무 좋다 습 니당다
교수님 너무 친절하시고 또 무교인 사람들에게 종교에 대한 새로운 모습을 보여 주는 아주 흥미로운 강의임.무교인 사람들도 한번쯤 들으면 좋은 경험의 시간이 될 수 있음. 교수님 너무 너무너무너무 친절....,5,pos,교수 너무 친절하다 또 무교인 사람 에게 종교 에 대한 새롭다 모습 을 보이다 주다 아주 흥미롭다 강의 임 무교인 사람 한번 쯤 들다 좋다 경험 시간 되다 있다 교수 너무 너무 너무 너무 친절
"이 강의를 수강하려면 그리스 신화속 인물들의 이름을 모두 암기해야 함.그래야 중간이나 기말 시험 문제 풀수 있음. 그냥 대충 했다간 시험 망침,걍 듣지 않는거 추천",1,neg,강의 를 수강 하다 그리스 신화 속 인물 이름 을 모두 암기 하다 함 그 래야 중간 이나 기 말 시험 문제 풀다 있다 그냥 대충 하다 시험 망치다 걍 듣다 않다 추천
"교수님, 설명도 잘해 주시고 과제도 그리 많은 편은 아니세요...성적도 푼푼히 잘 주실듯나름 재미있었고 토익 실력을 키우는데 도움이 많이 되는 강의 였음",5,pos,교수 설명 잘 하다 주시 고 과제 그리다 많다 편 아니다 성적 푼 풀다 자다 줄다 나름 재미있다 토익 실력 을 키우다 도움 많이 되다 강의 였음
"학사정보시스템에는 한국어 강의로 되어있으나 수업 계획서, 그리고 실재 강의는 영어 사용하심. 보통 한국인 교수님이 영어 수업 맡으면 7:3 에서 5:5비율로 한국어 섞어서 설명해 주시는데 이 수업은 학부 2학년 수업인데도 불구하고 8:2~9:1 비율로 영어를 사용하신다... 2학년 수업이라 내용이 무지막지하게 어려운편은 아닌데 설명을 거진 풀영어로 하다보니 이해가 안될 수 있는 부분이 존재할 수도 있음. 필자는 영어듣기가 좀 딸리다보니 교수님이 영어로 설명하시는 부분 중의 50퍼정도밖에 이해 못하는듯. 대부분 PDF교안이나 책보면서 이해하고 공부함. 성적은 그럭저럭 합리적으로 주시는듯(?)",4,pos,학사정보 시스템 에는 한국어 강의 로 되어다 수업 계획 서 그리고 실재 강의 영어 사용 심 보통 한국인 교수 영어 수업 맡다 에서 비율 로 한국어 섞다 설명 하다 주다 수업 학부 학년 수업 인데 불구 하고 비율 로 영어 를 사용 하다 학년 수업 이라 내용 무지막지 하다 어렵다 편 아니다 설명 을 거진 풀 영어 로 하다 보다 이해 안되다 있다 부분 존재 하다 수도 있다 필자 영어 듣기 좀 딸리다 보다 교수 영어 로 설명 하다 부분 중 퍼정도 밖에 이해 못 하다 대부분 교 안이 나 책보 면서 이해 하고 공부 함 성적 그럭저럭 합리 적 으로 주다
과제가 풀이 쓰는 거라 좀 귀찮은편 교수님 목소리 잘 들려서 좋음,4,pos,과제 풀이 쓰다 거 라 좀 귀찮다 편 교수 목소리 자다 들다 좋다
강의평보고 걱정 많이했는데 교수님이 갑자기 착해지신건지는 몰라도과제해설 글씨 또박또박해서 다 올려주시고 시험 답지도 다 올려주심(이렇게 해주는 교수님들이 별로 없음)수업은 천체 물리학 위주임 분광적인얘기 많이하는것보다 운동에 더 관심있으면 이 교수님 수업듣는거 나쁘지않음학점도 합리적으로 주신것같음천문수업 보다는 물리인데 주제가 천문인 느낌,4,pos,강의 평보 고 걱정 많이 하다 교수 갑자기 착하다 신건 지는 모르다 과제 해설 글씨 또박또박 하다 다 올려주다 시험 답지 다 올리다 주심 이렇게 해주다 교수 들이다 별로 없다 수업 천체 물리학 위주 임 분광 적 인 얘기 많이 하다 운동 에 더 관심 있다 교수 수업 듣다 나쁘다 않다 학점 합리 적 으로 주다 같다 천 문 수업 보다는 물리 인데 주제가 천문 인 느낌
물리 이론에 이상한 반감이 있으신듯..양자역학 같은거 라고하실때 좀 놀랐습니다천문하면 양자 몰라도 되나요…,3,mid,물리 이론 에 이상하다 반감 있다 듯 양자역학 같다 라고 하다 때 좀 놀라다 천문 면 양자 모르다 되다
"복수전공이라고 애들이 강제로 하는거라고 생각하고 대충 알려줌연계전공 애써서 듣고있는 사람은 뭐가되냐 ㅋㅋ묻는거 잘 알려주고 개인적인 피드백 잘해주는데전공자임에도 알려주는거 진짜없음디필매 1, 2 다들었지만 이수업을 들었다고 촬영기술 익힌거같지않음 ㅋㅋ 자기가 관심있는 부분만 느는 정도임걍 그렇게 수업할거면 수업을 맡질 말아라배우러 온 학생들한테 실례다",2,neg,복수 전공 이라고 애 강제 로 하다 생각 하고 대충 알다 줌 연 계 전공 애쓰다 듣다 사람 뭐 되다 ㅋㅋ 묻다 자다 알다 개인 적 인 피드백 잘 해주다 전공 자임 에도 알다 진짜 없다 디 피다 다 들다 수업 을 들다 촬영 기술 익히다 같다 않다 ㅋㅋ 자기 관심 있다 부분 만 늘다 정도 임 걍 그렇게 수업 하다 수업 을 맡다 말다 배우다 온 학생 한테 실례 다
교수님이 열정을 가지시고 수업을 해주시고강의력도 좋으십니다!과제는 시간이 지날수록 좀 많아지는 편입니다,5,pos,교수 열정 을 가다 수업 을 해주시 고 강의 력 좋다 과제 시간 지나다 좀 많아지다 편입 니 다
매주 과제가 나가는데 난이도가 높지는 않아요 그런데 기말이 80% 기말 조금이라도 못보면 큰일나요,4,pos,매주 과제 나가다 난이도 높다 않다 그런데 기 말 기 말 조금 이라도 못 보다 큰일 나 요
"진짜 교수님 최고,,, 학생들 생각도 많이 해주시고 수업도 잘해주시고 잡담도 가끔해주시는데 귀여우심 ㅎㅎ",5,pos,진짜 교수 최고 학생 생각 많이 해주시 고 수업 잘 해주다 잡담 가끔 해주다 귀 여우 심 ㅎㅎ
갓보미 교수님 학점 이렇게 주셔도 괜찮으신건가요?,5,pos,갓 보미 교수 학점 이렇게 주다 괜찮다 건가 요
과제는 앉아서 4시간 정도만 투자하면 끝나고 시험은 어렵다고 하는데 난 개인적으로 생각했던 것보다는 쉬워서 조금 아쉬웠음. 확실히 포기하지만 않으면 얻어가는게 너무 많아서 나는 좋다. 물론 가끔씩 강의 내용이 산으로 가긴하는데 크게 신경쓰이지는 않는다.,5,pos,과제 앉다 시간 정도 만 투자 하다 끝나다 시험 어렵다 하다 난 개인 적 으로 생각 하다 보다는 쉽다 조금 아쉽다 확실하다 포기 지만 않다 얻다 너무 많다 나 좋다 물론 가끔 씩 강의 내용 산 으로 가다 크게 신경 쓰이다 않다
수업은 그냥 강의 교안 읽어줌. 비대면이면 틀어놓고 굳이 수업 안들어도 될 정도라 꿀임. 어차피 수업중에 뭐가 중요한지 강조해주거나 교안에 없는 내용을 추가로 설명해주는 경우는 거의 없음. 근데 뭔가를 얻어가고 배운다는 느낌은 없음.,3,mid,수업 그냥 강의 교안 읽다 줌 비대 면 이면 틀어놓다 굳이 수업 안 들다 되다 정도 라 꿀임 어차피 수업 중 에 뭐 중요하다 강조 해주다 교안 에 없다 내용 을 추가 로 설명 해주다 경우 거의 없다 근데 뭔가 를 얻다 배우다 느낌 없다
상세하게 설명해주시고 교수님이 정말 좋으신 분인 것 같다,5,pos,상세 하다 설명 해주다 교수 정말 좋다 분 인 같다
상세하게 설명해주시고교수님이 좋으신 분인 것 같다,5,pos,상세 하다 설명 해주다 교수 좋다 분 인 같다
상세하게 알려주시고 과제가 많긴했는데 교수님이 좋으신 분인 것 같다,5,pos,상세 하다 알다 과제 많다 하다 교수 좋다 분 인 같다
"과제 ㅈㄴ 많고, 시험도 개빡셈. 그래도 열심히 해내면 실력은 확실히 보장함.수업력은 좋은 편.",4,pos,과제 ㅈㄴ 많다 시험 개빡셈 그래도 열심히 해내다 실력 확실하다 보장 함 수업 력 좋다 편
기말이 80%인데 분량이 A4 280p라 어이없음ㅋㅋ,3,mid,기 말 인데 분량 라 어이없다 ㅋㅋ
김경염 교수님 강의 별점 5점은 모두가 공감할거임,5,pos,김경 염 교수 강의 별 점 점 모두 공감 하다 임
강의 퀄리티가 상당히 떨어짐. 본인이 하는 것이 아니라 조교가 녹화해서 올리는 방식.교수 본인은 실시간 수업 정도만 진행. 당일 강의가 실시간인지 아닌지를 9시 수업인데 8시에 메일로 알려줌.과제가 진짜 많다. 다른 교수님들 강의 듣는 친구들 보면 이 교수 과제 하나가 그 쪽 한 학기 과제 정도.배우는 것도 많이 없고 얻어가는 것도 없는데 시간은 더럽게 많이 뺏는 과목.안 듣고 미루면 ㅈ될 것 같아서 걍 수강했는데 그래서 더 ㅈ됨. 그냥 무조건 다른 교수님 듣길 추천.본인이 웹프가 완전 처음인 초심자라면 절대 들으면 안됨.,1,neg,강의 퀄리티 상당하다 떨어지다 본인 하다 아니다 조교 녹화 하다 올리다 방식 교수 본인 실시간 수업 정도 만 진행 당일 강의 실시간 인지 아니다 시 수업 인데 시 에 메일 로 알다 줌 과제 진짜 많다 다른 교수 들다 강의 듣다 친구 보다 교수 과제 하나 그 쪽 하다 학기 과제 정도 배우다 많이 없다 얻다 없다 시간 더럽다 많이 뺏다 과목 안 듣다 미루다 ㅈ 되다 같다 걍 수강 하다 그래서 더 ㅈ 되다 그냥 무조건 다른 교수 듣다 추천 본인 웹프 완전 처음 인 초심자 라면 절대 들다 안되다
파이썬 . 온라인 강의가 비전공자가 배우는 내용과 똑같은 내용임.,2,neg,파이썬 온라인 강의 비 전공자 배우다 내용 과 똑같다 내용 임
중간고사 없어요 근데 성적이랑 기말은 모르겟...,3,mid,중간고사 없다 근데 성적 이랑 기 말 모르다
"팀플 피드백 받을 때 상처 받았음,, 마치 이딴걸 글이라고 써왔냐는 듯한 말투로 서론본론결론이 뭔지 모르냐, 근거가 이상하다 이딴걸 근거라고 자료를 찾아왔냐,,싹 고쳐서 발표 후에는 칭찬 받기는 했는데 교수님으로서 1학년 학생에게 비난이 너무 과하신거 같음,, 말투가 원래 거친분이라고 생각하고 필터링해서 듣는게 좋을듯 까칠하시긴해도 수업도 재밌고 칭찬도 잘 해주심",3,mid,팀 플 피드백 받다 때 상처 받다 마치 이딴 걸 글 이라고 써다 오다 듯 말투 로 서론 본론 결론 뭔 지 모르다 근거 이상하다 이딴 걸 근거 라고 자료 를 찾아오다 싹 고치다 발표 후 에는 칭찬 받다 하다 교수 으로서 학년 학생 에게 비난 너무 과 하다 같다 말투 원래 거 친분 이라고 생각 하고 필터 링 하다 듣다 좋다 까칠하다 해도 수업 재밌다 칭찬 자다 해 주심
교수님 친절하다..근데 어떻게 중간고사 과제가 A4 6장이야..,2,neg,교수 친절하다 근데 어떻다 중간고사 과제 장 이야
매주 과제만 풀면되는데 이런과목을 왜 배우는지 모르겠다,3,mid,매주 과제 만 풀 면 되다 이런 과목 을 왜 배우다 모르다
교수님은 친절하신데 문제는 배우는것에 비해 너무 심화다..시험 그냥 과제수준으로 생각했다가 너무 어렵다,3,mid,교수 친절하다 문제 배우다 비다 너무 심화 다 시험 그냥 과제 수준 으로 생각 하다 너무 어렵다
이건 학생들을 배려한 수업이 아닌 거 같은 느낌…1을 알려주고 100을 시키심많이 배우는 것도 좋은 확실히 배우는 게 중요하지만 그게 힘든 과목이에요. 혼자 공부하면 된다고 하지만 어느정도 이해가 돼야 혼자해도 커버가 되지..,2,neg,이건 학생 을 배려 수업 아니다 거 같다 느낌 을 알다 을 시키다 심 많이 배우다 좋다 확실하다 배우다 게 중요하다 그게 힘드다 과목 이에요 혼자 공부 하다 되다 하지만 어느 정도 이해 돼다 혼자 하다 커버 되다
교수님도 잘 가르치시고 과제는 살짝 문제집에서 나올법한 문제라 풀기 괜찮았음,4,pos,교수 자다 가르치다 과제 살짝 문 제 집 에서 나오다 법 문제 라 풀기 괜찮다
"c언어 1~3개월 입문한 정도면 문제 없이 풀 정도의 문제가 나옴 작년(2021)이랑 다르게 첫 인증 문제가 좀 빡세게 나왔는데 구현연습 미리 했으면 풀만함. (1차기준 지능기전 260+, 소융대 타학과 320+이면 통과 됨)미리 1~2시간정도 들여서 혼자서 공부하면 주에 4시간하는거 치고는 가성비 좋게 성적 나오고 이렇게 미리 풀어놓으면 수업공지 포함해서 30분 정도 확인 받으면 자러가도 뭐라 안함. 대신에 시험은 구현 위주니 알고리즘 뒤적거리지 말고 구현 노가다 연습을 주로 하는 걸 추천함.",5,pos,언어 개월 입문 정도 면 문제 없이 풀 정도 문제 나오다 작년 이랑 다르다 첫 인증 문제 좀 빡세 게 나오다 구현 연습 미리 하다 풀 만 함 차 기준 지능 기전 소 융 대 타 학과 이면 통과 되다 미리 시간 정도 들이다 혼자 서 공부 하다 에 시간 하다 치고는 가성 비 좋다 성적 나오다 이렇게 미리 풀다 수업 공지 포함 하다 분 정도 확인 받다 자다 뭐라다 안함 대신 에 시험 구현 위주 니 알고리즘 뒤 적 거리 지 말고 구현 노가다 연습 을 주로 하다 걸 추천 함
확실히 시험이 지엽적으로 또 굉장한 범위로 출제됩니다 교수님도 너무 좋으시고 수업도 흥미롭지만 확실히 시험과 두번있는 퀴즈가 좀 부담스러울 수 있다는 생각은 들어요 근데 또 꼼꼼히 공부하면 다른 철학이랑 연계되서 도움이 되는거 같기도,4,pos,확실하다 시험 지 엽 적 으로 또 굉장하다 범위 로 출제 되다 교수 너무 좋다 수업 흥미롭다 확실하다 시험 과 두 번 있다 퀴즈 좀 부담스럽다 있다 생각 들다 근데 또 꼼꼼하다 공부 하다 다른 철학 이랑 연 계 되다 도움 되다 같다
학생들을 배려해주는 모습이 보이고 강의력도 좋습니다.,5,pos,학생 을 배려 해주다 모습 보이 고 강의 력 좋다
학생들을 배려해주는게 보이고 잘 가르쳐주셔서 좋음,5,pos,학생 을 배려 해주다 보이 고 자다 가르치다 좋다
"교수님 강의 엄청 열정적이십니다. 유니미 과제가 조금 많고, 수시 고사도 대면으로 합니다.그래도 저는 다른 과목에서도 변태창 교수님 수업 듣고 싶습니다.",5,pos,교수 강의 엄청 열정 적 이십 니 다 유 니미 과제 조금 많다 수시 고사 대면 으로 하다 그래도 저 다른 과목 에서도 변태 창 교수 수업 듣다 싶다
인터넷 과제가 보통 매주있음. 강의 이해 하기 쉬움.,5,pos,인터넷 과제 보통 매다 강의 이해 하다 쉬움
