lecture,professor,review,clean_text,star
일반물리및시뮬레이션,송오영,내 코딩 결과가 시각적으로 보여서 재밌음. 배우는 물리 개념들은 다 고등학교 수준이긴 한데 그걸 코딩으로 구현하는 과정이 조금 어려웠던거 같음. 그래도 과제가 게임 같은거 만드는 거여서 어려워도 재밌게 한듯,내 코딩 결과 시각 적 보 재밌다 배우다 물리 개념 들 고등학교 수준 이기다 코딩 구현 하다 과정 조금 어렵다 같다 과제 게임 같다 만들다 거여 어렵다 재밌다 듯,5
일반물리및시뮬레이션,송오영,"그래도 교수님 되게 착하시고 설명 열심히 해주세요! 내용이 후반부가서는 갑자기 어려워지고, 과제도 꽤 오래걸리긴 했지만 재밌었어요",교수 님 착하다 설명 해주다 내용 후반 부가 서다 갑자기 어려워지다 과제 꽤 걸리다 하다 재밌다,5
일반물리및시뮬레이션,송오영,나땐말이다~~ 중간 안보고 기말만 10시간 반을 봤다 이말이야~~ 교수가 시간을 많이 주는덴 다 이유가 있다 이말이야~~ 으디 기말 3시간 4시간 봤다고 찡찡그려 시험 한번 볼때 10시간 정도 봐줘야 시험봤다 말할수 있는거제~~,나땐말 중간 안보 말 반 보다 말 교수 시간 주는덴 이유 있다 말 디 말 보다 찡그리다 시험 한번 볼때 정도 보다 시험 보다 말 하다 있다 거제,2
일반물리및시뮬레이션,송오영,코딩에는 크게도움이안됨 그냥 물리배윤다는 느낌이 더강하다파이썬 이미할줄알면 그냥조냥 가볍게 듣기는좋음 그러나 학점에 크게도움은 안될뿐더러 파이썬 공부에도 딱히 좋거나 그러진 않다. 되게애매함 굳이 이걸배울필요가잇나...? 전선이란 의미에서좋긴하지만 시뮬레이션 더많이하고 물리적 내용을 좀더 내리면 완벽한 과목 지금은 그렇지 않아서 2점,코딩 크게 도움 안되다 그냥 물리 배윤 달다 느낌 더 강하다 파이썬 하다 알 조 가볍다 듣기 좋다 학점 크게 도움 안되다 뿐더러 파이썬 공부 딱하다 좋다 그렇다 않다 애매하다 굳이 걸 배우다 필요 잇다 전선 의미 좋다 시뮬레이션 더많 물리 적 내용 좀더 내리다 완벽하다 과목 지금 그렇다 않다 점,4
일반물리및시뮬레이션,송오영,착한교수와 조교시험은 물리시험 코딩도 있지만 양심이 있으면 풀수있음단점은 시험에 안나오고 존나 어려운걸 가르침,착하다 교수 조교 시험 물리 시험 코딩 있다 양심 있다 풀다 단점 시험 나오다 존나 어렵다 걸 가르침,5
일반물리및시뮬레이션,송오영,"일단 교수님이 1학년생 수준을 잘못 파악하고 계심...좋은 교수님이고 자료도 좋고 수업 방식, 내용 모두 매우 좋은데어렵다.... 물리 + 코딩이라 물리를 모르면 단순히 코드 복사하고 수업 끝남.",일단 교수 님 학년 생 수준 잘못 파악 계심 좋다 교수 님 자료 좋다 수업 방식 내용 모두 매우 좋다 어렵다 물리 코딩 물리 모르다 단순하다 코드 복사 수업 끝나다,2
일반물리및시뮬레이션,송오영,교수님 혼자서 매 수업마다 딥러닝 후 발전하시는 반면에 학생들은 코드 복사하다 끝나는 강의,교수 님 혼자 매 수업 딥 러닝 후 발전 하다 반면 학생 들 코드 복사 하다 끝나다 강의,5
일반물리및시뮬레이션,송오영,꼭 들으세요 인생 강의 입니다. 교수님이 너무 착하세요 다만 물리라는 특성상 힘들긴 하지만 재밋어요,꼭 들다 인생 강의 이다 교수 님 착하다 다만 물리 특성 상 힘들다 재밌다,5
일반물리및시뮬레이션,송오영,"교수님이 약간 학생들의 실력을 과대평가하는 느낌이 없지않았음.물포자라 망설였는데, 교수님이 정말 최대한 쉽게 가르쳐주려고 하신게 눈에 보였음.파이썬 코딩으로 ㅇㅁㅇ!!!할 수 있는데,걱정마세요다들못합니다^^어쨌든간 정말 좋으신 교수님. 최대한 학생들 의견을 반영하려 하심(기말프로젝트는 아래 후기남기신 분들이 미리 언급하셔서 생략합니다)",교수 님 약간 학생 들 실력 과대 평가 하 느낌 없다 않다 물포 자라 망설이다 교수 님 정말 최대한 쉬다 가르치다 하다 눈 보이다 파이썬 코딩 ㅇㅁㅇ 하다 수 있다 걱정 말다 요 들다 하다 어쨌든 간 정말 좋다 교수 님 최대한 학생 들 의견 반영 하다 심 말 프로젝트 아래 후기 남다 분 들 미리 언급 하다 생략 하다,5
일반물리및시뮬레이션,송오영,"정말 이 교수님 착하셔. 근데 수업은 물리라서 그런지 나랑 안맞았어. 고등학교 때 배웠던 물리+파이썬 추가. 라고 생각하면 되. 물리 1,2등급 맞았던 사람들은 들어도 좋아. 난 물리 거의 포기했던 사람이었어서.. 힘들었다. 그래도 학점은 보통으로 받았어. 왜냐. 다들 힘들어하거든. 시험을..",정말 이 교수 님 착하다 수업 물리 그렇다 나 맞다 고등학교 때 배우다 물리 파이썬 추가 생각 하다 되다 물리 맞다 사람 들 들다 좋다 난 물리 거의 포기 하다 사람 이다 힘들다 학점 보통 받다 왜 들다 힘들다 시험,2
일반물리및시뮬레이션,송오영,"과제는 코딩 2번, 조별 프로젝트 1번 있었고, 시험은 필기+코딩 형식이었어요. 필기는 중간고사는 수능 문제같았는데 기말고사는 이론 부분 서술형으로 많이 나왔어요. 프린트물로 수업했는데 오타도 종종 있어서 수업 잘들어야하고 교수님께서 친절하시고 열심히 강의해주시는데 어렵소..",과제 코딩 번 별 프로젝트 번 있다 시험 필기 코딩 형식 이다 필기 중간고사 수능 문제 같다 기말고사 이론 부분 서술 형 나오다 프린트 물 수업 하다 오타 종종 있다 수업 들다 교수 님 친절하다 강의 해주다 어렵다,4
일반물리및시뮬레이션,송오영,교수님 질문 잘 받아주시고 정말 친절하심물리 못하는 사람이면 같이 공부하면서 들어야할듯필기 시험은 특히 수능 물리랑 가깝게 많이 냄,교수 님 질문 자다 받다 정말 친절하다 심 물리 하다 사람 이면 공부 하다 들다 야하다 필기 시험 수능 물리 가깝다 내다,2
일반물리및시뮬레이션,송오영,교수님은 좋은분임. 질문하면 잘 받아주시고 수업도 열정적임. 근데 학생들의 물리지식을 과대평가하는 경향이 있음.  또 교재는 자체재작이었는데 설명이 잘 이해가 안감. 개인적으로 공부할 때  고등학교 물리1 책도 같이보길 추천함. 중간에 팀플 코딩과제가 1개 있는데 이건 1~3인으로 자의적으로 팀짜서 하면 됐었음.,교수 님 좋다 분임 질문 하다 자다 받다 수업 열정 적임 학생 들 물리 지식 과대 평가 하 경향 있다 또 교재 자체 재 작다 설명 자다 이해 안감 개인 적 공부 하다 때 고등학교 물리 책 보다 추천 함 중간 팀 코딩 과제 개 있다 것 인 자의 적 팀 짜다 하다 돼다,5
일반물리및시뮬레이션,송오영,일단 교수님이 넘나좋다다들 교수님이 애들을과대평가한다고하는데 수능물리친사람으로써는 그냥 솔직히 물1내용에 조금 더 추가된정도밖에안되는것같다내의견으론 대학생이면 당연히 고등학교 이상의내용을 배워야하는게아닌지..코드짜는데 수업시간때 잘들으면 어느정도따라갈정도인것같다암튼나는 재밌었다,일단 교수 님 넘다 좋다 다다 들 교수 님 애 들 과대 평가 곱다 수능 물리 친 사람 그냥 솔직하다 물 내용 조금 더 추가 되다 정도 안되다 같다 의견 대학생 이면 당연하다 고등학교 이상 내용 배우다 아니다 코드 짜다 수업 시간 때 들다 정도 따라가다 정도 것 같다 나 재밌다,5
일반물리및시뮬레이션,송오영,교수님께서 굉장히 수강생들 과대평가하시는 듯 . 수능 물리봤는데도  몇 주 지나면 내용 이해 못할 수 있을 뿐더러 글로우스크립트로 코딩하는데 적용을 못할 수도 있음 만약 듣고 싶다면 적어도 고등학교 물리 1책 읽고 오삼 . 대학생이라고 부끄러워하지 말고 꼭  읽구요  파워물리러라면 괜찮게 들을 강의. 작성자는 뭐 이도저도 아닌거 같아서 강의평가 3점드림,교수 님 굉장하다 수강생 들 과대 평가 하다 듯 수능 물리 보다 몇 주 지나다 내용 이해 하다 수 있다 뿐더러 글 로우 스크립트 코딩 하다 적용 하다 수도 있다 만약 듣다 싶다 고등학교 물리 책 읽다 오삼 대학생 부끄럽다 꼭 읽다 파워 물리다 라면 괜찮다 들다 강의 작성자 뭐 이도 도 아니다 같다 강의 평가 점 드림,5
자료구조및실습,Muhammad Raheel Bhutta,외국인교수분이라 걱정이 많았지만 한국인 교수가 한국말로 설명하는것보다 간단명쾌하고 이해가 잘됨. 어려운 어휘도 안써서 elp모의토익 패스점수 정도면 걍 들어도됨.  교수가 상당히 쿨하신분같음.,외국인 교수 분 걱정 많다 한국인 교수 한국말 설명 하다 간단 명쾌하다 이해 되다 어렵다 어휘 써다 모의 토익 패스 점수 정도 들다 되다 교수 상당하다 쿨하다 신분 같다,5
자료구조및실습,송영록,매 주 한명씩 사라져간다. 한번 강퇴당하면 다신 돌아오지 못하는 영록송게임,매 주 명 씩 사라지다 간다 한번 강퇴 당하다 다시다 돌아오다 하다 록송 게임,2
자료구조및실습,송영록,저는 그냥 그랬던것 같습니다 다음에 들으실 분은 참고하세용,저 그냥 그렇다 같다 다음 들다 분 참고 하다,5
자료구조및실습,송영록,아래 의견 충분히 공감하나 강의력 좋고 실강없음 과제도 강의에서 거의 풀어줘서 난 편했음,아래 의견 충분하다 공감 하나 강의 력 좋다 실강 없다 과제 강의 거의 풀다 난 편하다,5
자료구조및실습,송영록,교수님이 4가지 없습니다 진짜 4가지가 없습니,교수 님 가지 없다 진짜 가지 없다 습,5
자료구조및실습,송영록,"다신안들어요 후,,, 현명한 학우분들 알아서 거르시기 바랍니다.",다시다 들다 후 현명하다 학우 분들 알다 거르 시기 바라다,5
자료구조및실습,송원선,"강의: 교재 그대로 읽기 (가끔 어디서 외부 자료 구해오시는데 그것도 그냥 읽으심)과제: 실습 시간에 문제 푸는 것 제외하곤 하나만 있었음시험: 교재, 교안과 매우 괴리감이 느껴지는 문제들이 많음가르치는데 열정이 없으셔서 학생들도 같이 흐지부지되는 경향이 짙은 거 같음개인적으로 성적도 매우 짜게 주신다고 생각함",강의 교재 그대로 읽다 가끔 외부 자료 구 해오다 그것 그냥 읽다 심 과제 실습 시간 문제 푸다 것 제외 하 곤 하나 있다 시험 교재 교 안과 매우 괴리감 느껴지다 문제 들 많다 가르치다 열정 없다 학생 들 흐지부지 되다 경향 짙다 거 같다 개인 적 성적 매우 짜다 주다 생각 함,2
자료구조및실습,송원선,과제도 하나밖에 없고 강의는 그냥 ppt에 있는 내용 읽어주기시험문제는 안배운것도 많이 나오고 시험범위가 1~4까지라고 하면 1~3까지 나옴...자료구조라서 당연히 빡세게 굴려줄거 같았는데 전혀 그런 느낌없고 걍 다른 교수님거 들으셈,과제 하나 없다 강의 그냥 있다 내용 읽다 시험 문제 배우다 나오다 시험 범위 하다 나오다 자료구조 당연하다 빡세 굳다 주다 같다 전혀 그렇다 느낌 없다 다른 교수 님 거 들다,5
자료구조및실습,송원선,강의를 아무리 돌려봐도 1초도 언급 안된 단어와 문제 유형이 시험에 출제돼서 내가 다른 과목 시험을 보고있나 생각이 듦. 자료구조라는 과목이 중요하다 들었는게 그냥 날려먹은 느낌 ..,강의 돌리다 보다 언급 안되다 단어 문제 유형 시험 출제 돼다 내 다른 과목 시험 보다 생각 들다 자료구조 과목 중요하다 들다 그냥 날다 먹다 느낌,2
자료구조및실습,송원선,시험 잘보려면 교수님 해킹하면됨도대체 시험을 어디서 내는건지 모르겠음. 교안x 강의x 살짝 학생이 자기만큼 알고있다고 생각함. 팩트는 알려주지도 않음ㅇㅇ,시험 보다 교수 님 해킹 하다 되다 도대체 시험 내다 건지다 모르다 교안 강의 살짝 학생 자기 알다 생각 함 팩트 알다 않다 ㅇㅇ,1
자료구조및실습,송원선,"피티 - 교재 피티,수업 - 피티랑 책 읽음.이런식으로 강의하면, 초3도 강의 쌉가능임",피티 교재 피티 수업 피티 책 읽다 식 강의 하다 초 도 강의 싸다 가능 임,4
자료구조및실습,신동규,"자신이 C언어 실력과 알고리즘 이미 좀 많이 배워서, 독학을 하고 싶다 => 강추",자신 언어 실력 알고리즘 좀 배우다 독학 하다 싶다 강추,5
자료구조및실습,신동규,처음부터 끝까지 스스로 공부해야하는 과목피피티를 읽어주시기만 하시기 때문에 강의 영상을 듣는 의미가 없는 느낌자료구조 수업이 처음이셔서 그럴 수도 있지만 그걸 감안해도 너무 배워가는 점이 없음,처음 끝 스스로 공부 하다 과목 피피티 읽다 하다 때문 강의 영상 듣다 의미 없다 느낌 자료구조 수업 처음 셔 그렇다 수도 있다 감안 하다 배우다 점 없다,5
자료구조및실습,신동규,겨수님은 착하신분 같지만 진짜 수업을 뒤지게 못 가르치십니다 혼자 공부해야되요,겨수 님 착하다 신분 같다 진짜 수업 뒤지다 못 가르치다 혼자 공부 하다 요,2
자료구조및실습,신동규,"구체적인 설명이 부족해서 다른 교수님 유투브에 있는 강의도 듣고 책읽고 독학도 많이함. 원래 컴공과목은 독학이 편리한 구조라서, 과제 제때 내주시고 실습문제 연습하면서 실력 내 나름대로 잘 쌓고 있는 것 같음. 떠먹여주기식 강의를 기대하지 않는다고 해야하나, 그것도 그렇고 내 나름대로 자료구조를 공부하고자 하는 의지가 커서 이 수업이 공부수단으로써 나쁘지 않았다고 얘기할 수 있을 것 같음~ 근데 그 놈으데이터구조 원리와 응용 그 교수님 책으로 굳이 진행+ 과제도 내용 생략해서 내는 건 좀 별로라고 생각했음ㅠ",구체 적 설명 부족하다 다른 교수 님 유투브 있다 강의 듣다 책 읽다 독학 함 원래 컴공 과목 독학 편리하다 구조 과제 제때 내주다 실습 문제 연습 하다 실력 내 나름 자다 쌓다 있다 것 같다 뜨다 먹여주다 식 강의 기대하다 않다 하다 그것 그렇다 내 나름 자료구조 공부 하다 하다 의지 커서 이 수업 공부 수단 나쁘다 않다 얘기 하다 수 있다 것 같다 그 놓다 데이터 구조 원리 응용 그 교수 님 책 굳이 진행 과제 내용 생략 하다 내다 건 좀 별로 생각 하다 ㅠ,5
자료구조및실습,신동규,매주 실습이 매주 있고 과제 난이도가 높음 다른것보다 교수님의 강의실력이 매우 떨어짐 ppt 읽기만 하심,실습 있다 과제 난이도 높다 것 교수 님 강의실 력 매우 떨어지다 읽다 심,2
자료구조및실습,신동규,"더하기 빼기 곱하기 나누기를 배우고 미적분, 확통, 기벡을 풀어야함 ㅠ",더하기 빼기 곱하기 나누기 배우다 미적분 확통 기벡 풀다 야하다 ㅠ,5
자료구조및실습,신동규,설명이 너무 부족하다… 정확한 원리를 배운다면서 대충대충 넘겨서 혼자 찾아가면서 공부해야함..,설명 부족하다 정확하다 원리 배우다 넘기다 혼자 찾아가다 공부 하다 함,2
자료구조및실습,신동규,인생 최고의 강의!  자료구조를 마스터하고 싶은 사람에겐 후회 없는 선택!,인생 최고 강의 자료구조 마스터 싶다 사람 후회 없다 선택,5
자료구조및실습,신동규,그냥 대충대충한다 쓰레기같은 수업 얻어가는게 하나도 없고 혼자 찾아봐야함,그냥 하다 쓰레기 같다 수업 얻다 하나 없다 혼자 찾아보다 야하다,2
자료구조및실습,최준연,차근차근 쉽게 가르쳐 주십니다.시험은 제대로 준비안하면 어려울 수 있습니다.제가 그랬거든요나태해서 성적이 썩 좋진 않았으나 좋은 강의임은 분명,차근차근 쉬다 가르치다 줄다 시험 제대로 준비 하다 어리다 수 있다 제 그렇다 나태하다 성적 썩 좋다 않다 좋다 강의 임 분명,5
자료구조및실습,최준연,솔직히 다른 과에 비해서 수업도 쉽게 해주시고 과제도 쉽게 내주십니다. 그래서 따라만 간다면 분명 좋은 학점 받을 수 있습니다. 시험은 코드 재활용 할 수 있어서 좀 어렵긴 한데 노력하면 극복가능,솔직하다 다른 과 비 하다 수업 쉬다 해주시 과제 쉬다 내주다 따르다 간다 분명 좋다 학점 받다 수 있다 시험 코드 재활용 하다 수 있다 좀 어렵다 노력 하다 극복 가능,5
자료구조및실습,최준연,"소웨과에서 몇 안되는 친절,꼼꼼하신 교수님입니다. 학생들 아끼는 게 보이고 강의 설명도 차근차근 하나하나 다 짚어주면서 해주셔서 좋았습니다. 중간,기말 필기는 조금 어려웠는데 실기는 실습, 과제 스스로 할 줄 알면 본인이 작성했던 코드 재활용 가능해서 만점 받을 수 있습니다.",소웨과 몇 안되다 친절 꼼꼼하다 교수 님 이다 학생 들 아끼다 게 보이 강의 설명 차근차근 하나 하나 짚다 해주다 좋다 중간 말 필기 조금 어렵다 실기 실습 과제 스스로 하다 줄 알 본인 작성 하다 코드 재활용 가능하다 만점 받다 수 있다,4
자료구조및실습,최준연,친절하시고 진짜 좋은 교수님입니다. 과제도 무난해요 어려운건 딱히 없고 다만 진짜 기본만 배우느낌이라 개인적으로 더 공부해야 할거 같습니다.,친절하다 진짜 좋다 교수 님 이다 과제 무난 하다 어렵다 딱하다 없다 다만 진짜 기본 배우 느낌 개인 적 더 공부 하다 하다 같다,5
자료구조및실습,최준연,"정말 잘 가르쳐주십니다. 방학에 예습하면서 진짜 뭔 소리래냐 싶었던 것들을 머리에 쏙쏙 박히게 해주시더라구요. 시험은 필기 실기로 나뉘는데 필기는 의사코드 한 눈에 파악하는 정도로 공부하면 충분히 좋은 점수 받을 수 있고, 실기는 이전에 썼던 코드들 그대로 복붙 가능하고 꼭 뭘 해야한다는 조건이 엄격하지 않아서 좋았어요. 기말 필기가 진심 어려웠긴 한데 전 나름 괜찮게 봐서 에이쁠 나왔습니다.",정말 자다 가르치다 방학 예습 하다 진짜 소리 싶다 것 들 머리 쏙쏙 박히다 해주다 시험 필기 실기 나뉘다 필기 의사코드 하다 눈 파악 하다 정도 공부 하다 충분하다 좋다 점수 받다 수 있다 실기 이전 써다 코드 들 그대로 복 붙다 가능하다 꼭 뭘 하다 조건 엄격하다 않다 좋다 말 필기 진심 어렵다 전 나름 괜찮다 보다 이쁘다 나오다,5
자료구조및실습,최준연,"얻어가는 게 정말 많은 수업입니다.설명이 친절하고 자세해서, 부담없이 따라갈 수 있었어요.필기랑 실기 시험 2개가 있는데, 필기는 꼼꼼히 교안 공부 하시고 수업에서 중요하다고 하신거 복습 잘 하시면 충분해요. 실기는 오픈북이라서 난이도가 있는 건 어쩔 수 없다고 생각해요. 자료구조 처음 듣는다면 추천합니다.",얻다 게 정말 많다 수업 이다 설명 친절하다 자세하다 부담 따라가다 수 있다 필기 실기 시험 개 있다 필기 꼼꼼하다 교안 공부 하다 수업 중요하다 하다 복습 자다 하다 충분하다 실기 오픈 북 난이도 있다 건 수 없다 생각 하다 자료구조 처음 듣다 추천 하다,5
자료구조및실습,최준연,우선 갓준연이라 할 수 있는점은제가 대학 와서 들은 수업 중 가장 얻어가는게 많았습니다.일단 설명을 이해가 잘 되게 너무 잘하시고 교수님이 친절하세요..과제는 5번인데 다른 반 과제에 비하면 쉬운 편이고 중간 기말 모두 필기 시험과 실기 시험이 있는데필기 시험은 본인이 수업을 잘 듣고 열심히 공부 했다면 충분히 잘 볼 수 있을거에요 꼼꼼하게 물어보시기 때문에 공부를 제대로 해야 고득점 할 수 있습니다.실기 시험은 어려운 편인 것 같아요 . 그날 실습 문제를 풀면 출석 확인 후 바로 보내주십니다.,우선 준연 하다 수 있다 점 은제 대학 오다 들다 수업 중 가장 얻다 많다 일단 설명 이해 자다 하다 교수 님 친절하다 과제 번 다른 반 과제 비 하다 쉽다 편이 중간 말 모두 필기 시험 실기 시험 있다 필기 시험 본인 수업 자다 듣다 공부 하다 충분하다 자다 볼 수 있다 꼼꼼하다 물어보다 때문 공부 제대로 하다 득점 하다 수 있다 실기 시험 어렵다 편 것 같다 그날 실습 문제 풀 출석 확인 후 바로 보내다,5
자료구조및실습,최준연,좋은 교수님이시고 잘 가르쳐주심다만 필기시험이 엄청 세세한걸 물어보기 때문에ppt에 나온 수도코드 정도는 제대로 알고가야함,좋다 교수 님 자다 가르치다 심다 필기 시험 세다 걸 물어보다 때문 나오다 수도 코드 정도 제대로 알다 야하다,2
자료구조및실습,최준연,교수님은 매우 좋으시나 시험은 무지 어렵...ㅠㅠ 교수님은 정말 너무 좋아요,교수 님 매우 좋다 시험 무지 어렵다 ㅠㅠ 교수 님 정말 좋다,2
자료구조및실습,최준연,"저는 너무 좋았습니다! 일단 과제가 5번있는데 다른 교수님 수업 과제보다 훨씬 쉽습니다 . 그리고 설명도 꼼꼼히 해주시고 교수님 자체도 매우 친절하시고 만족스러운 강의였습니다. 시험은 실기+필기 한꺼번에 보는데 실기는 3문제 정도, 필기는 12문제 정도 나오구요  나름 변별력 있어서 열심히만 하시면 성적 잘받을수 있습니다",저 좋다 일단 과제 번 있다 다른 교수 님 수업 과제 쉬다 설명 꼼꼼하다 해주시 교수 님 자체 매우 친절하다 만족스럽다 강의 이다 시험 실기 필기 하다 번 보다 실기 문제 정도 필기 문제 정도 나오다 나름 변별 력 있다 만 하다 성적 받다 있다,5
자료구조및실습,최준연,재밌게 들으라면  들을 수 있었겠지만 저는 졸렸어요...내년에 재수강해야 하지만 솔직히 제대로 들은 게 없었던 강의...,재밌다 들다 들다 수 있다 저 졸리다 내년 재수강 하다 솔직하다 제대로 들다 게 없다 강의,5
자료구조및실습,최준연,수업은 아주 쉽게 그리고 이론은 공부만 하면 쉬운데 코딩하는게 약간 어렵고 시험은 문제 하나하나 점수가 커서 하나 틀리면 좀 타격이 심하다.,수업 아주 쉬다 이론 공부 하다 쉽다 코딩 하다 약간 어렵다 시험 문제 하나 하나 점수 커서 하나 틀리다 좀 타격 심하다,4
자료구조및실습,최준연,"C.고급C 잘 배워오셨다면 독학으로도 충분한 부담없는 강의입니다.난이도에 비해서 너무 자세히 설명해주셔서 지루한감이 있습니다.실습때는 미리문제 풀어오면 그냥 보내주시기 때문에공강때 미리 풀면 3학점 강의랑 수업시간은 비슷합니다.시험은 특이하게 실습,필기 연속으로 총 3시간30분 실시합니다.P.s.실습때 한 코드들을 복사한후 시험보기때문에 코드구조만 잘 이해했다면 C처럼 똑같은코드 작성시간 단축을 위해서 반복연습할 필요는 없습니다",고급 자다 배우다 독학 충분하다 부담 없다 강의 이다 난이도 비 하다 자세하다 설명 해주다 지루하다 감 있다 실습 때 미리 문제 풀다 그냥 보내다 때문 강때 미리 풀 학점 강의 수업 시간 비슷하다 시험 특이하다 실습 필기 연속 총 실시 하다 실습 때 하다 코드 들 복사 후 시험 보기 때문 코드 구조만 자다 이해 하다 처럼 똑같다 코드 성시간 단축 위해 반복 연습 하다 필요 없다,5
패턴인식,권순일,재밌어요 ^0^ 팀원들끼리 다 해야하긴 하지만 여태 들었던 전공 과목중에 제일 재밌었습니다 팀은 교수님께서 발란스 맞춰서 짜주셨었습니다,재밌다 팀원 들 끼리 하다 여태 들다 전공 과목 중 제일 재밌다 팀 교수 님 발란스 맞추다 짜다,5
패턴인식,권순일,학생들이 배우고 스스로 다 하는 수업.Pbl이라는 장점을 극대화 시키기위해선 교수의 역량이 더 필요할듯함.학점을 잘 주기에 그래도 추천하는 수업.,학생 들 배우다 스스로 하다 수업 장점 대화 시키다 위해 선 교수 역량 더 필요하다 함 학점 자다 주기 추천 하다 수업,5
확률통계및프로그래밍,김해광,주마다 퀴즈가 있는데 여러번 볼 수 있어서 괜찮았어요!영어 못하는 편이라서 좀 힘들었어요.교수님 굉장히 좋으신 분이신듯,주마 퀴즈 있다 번 볼 수 있다 괜찮다 영어 하다 편이 좀 힘들다 교수 님 굉장하다 좋다 분 듯,5
확률통계및프로그래밍,김해광,교수님 영어 발음이 안좋으셔서 강의 들을 땐 조금 힘들었음내용 자체는 고등학교 때 확통 했던 내용도 들어있어서 크게 어렵진 않았음전반적으로 무난하게 잘 들었습니다!,교수 님 영어 발음 안좋다 강의 들다 땐 조금 힘들다 내용 자체 고등학교 때 확통 하다 내용 들다 크게 어렵다 않다 전반 적 무난 하다 자다 들다,2
확률통계및프로그래밍,김해광,영어 강의라고 해서 걱정했는데 알아듣기 괜찮았음.  매주 퀴즈가 있는데 맨 처음에는 약간 귀찮았는데 시험기간에 매우 도움이 됐음. 퀴즈 때문에 매주 복습하니까 시험기간에 벼락치기 걱정도 안 하고 시험 유형 같은 것도 알 수 있음. 교수님께서 열심히 하시고 질문 메일에도 매우 빠르게 답장해 주셔서 좋았음.,영어 강의 하다 걱정 하다 알아듣다 괜찮다 퀴즈 있다 맨 처음 약간 귀찮다 시험 기간 매우 도움 돼다 퀴즈 때문 복습 하다 시험 기간 벼락치기 걱정 안 하다 시험 유형 같다 것 알 수 있다 교수 님 하다 질문 메일 매우 빠르다 답장 하다 주다 좋다,5
확률통계및프로그래밍,김해광,"저는 좋았습니다. 교수님께서 많이 알려주시려 하고, 학생들질문도 잘 받아주십니다. 주마다 퀴즈가 거의 있고 퀴즈가 그렇게 어렵진 않아요! 그리고 복습은 꼭꼭 하세요!",저 좋다 교수 님 알다 하다 학생 들 질문 자다 받다 주마 퀴즈 거의 있다 퀴즈 어렵다 않다 복습 꼭꼭 하다,5
확률통계및프로그래밍,김해광,강의력은 좋으신데 영어발음이 조금 슬프네요...그래도 굉장히 좋으신 분이라는게 느껴집니다. 질문도 잘 받아주십니다. 무엇보다 학점느님...ㅠㅠ,강의 력 좋다 데 영어 발음 조금 슬프다 굉장하다 좋다 분 게 느껴지다 질문 자다 받다 무엇 학점 느님 ㅠㅠ,2
확률통계및프로그래밍,김해광,매주 퀴즈가 있어서 복습할수있음. 성적도 잘주심.,퀴즈 있다 복습 하다 성적 자다 주심,5
확률통계및프로그래밍,김해광,영어 발음이 에바임 듣다 몇번 포기했음 교수님 자체는 되게 친절하시고 학점도 잘주는 편,영어 발음 에바 임 듣다 몇번 포기 하다 교수 님 자체 친절하다 학점 주다 편,5
확률통계및프로그래밍,김해광,필자는 영어를 굉장히 못한다. 그래서 강의듣는시간이 너무오래걸렸지만. 그래도 얼추이해는 가지만 뒷부분이 너무 내용이어려웠다. 과제가 굉장히 쉬운편이다.,필자 영어 굉장하다 하다 강의 듣다 시간 무오 걸리다 얼추 이해 가지 부분 용이 어렵다 과제 굉장하다 쉽다 편이,5
확률통계및프로그래밍,김해광,과제는 파이썬으로 하고 구글링하면 다 나오긴 하는데 찾고 이해하는데 좀 걸렸음.. 중간고사 범위까지는 고등학교 확통 심화과정 느낌이라 재밌었는데 그 이후로는 어려운 용어들이 많이 나와서.. 영어강의라 이해도 어렵고 재미도 없어서 거의 손 놓은 것 같다 ㅎㅎ,과제 파이썬 하다 구글링 하다 나오다 하다 찾다 이해 하다 좀 걸리다 중간고사 범위 고등학교 확통 심화 과정 느낌 재밌다 그 이후 어렵다 용어 들 나오다 영어 강의 이해도 어렵다 재미 없다 거의 손 놓다 것 같다 ㅎㅎ,4
확률통계및프로그래밍,김해광,재밌게 한학기동안 많은것 배웠습니당. 꾸준히 수업만 잘들으면 에이플은 알아서 따라옴,재밌다 학기 동안 많다 배우다 꾸준하다 수업 들다 에이 은 알다 따라오다,5
확률통계및프로그래밍,김해광,재밌고 영어를 아주 잘하신다.  확률쪽이라 영어도 잘들려서 영강이라고 피하지말자,재밌다 영어 아주 하다 확률 쪽 영어 들다 영강 피 하다,5
확률통계및프로그래밍,김해광,수학 좋아하시고 잘하시면 편하게 들으실 수 있는 강의인것 같아요과제 5번있구요(파이썬이나 씨언어로 코딩)교수님이 판서에 적어주시는 내용 열심히 필기하시고 블랙보드에 올려주시는 자료들 열심히 공부하시면 충분히 A+ 가져가실 수 있어요,수학 좋아하다 하다 편하다 들다 수 있다 강의 것 같다 과제 번 있다 파이썬 씨언어 코딩 교수 님 판서 적다 내용 필기 하다 블랙보드 올려주다 자료 들 공부 하다 충분하다 가져가다 수 있다,5
